"UID","Sports"
38931,"club.218"
38954,"club.123"
38969,"club.126"
38983,"club.128"
38991,"club.111"
38992,"club.413"
38997,"club.105"
39028,"club.103"
39049,"club.103"
39092,"club.109"
39094,"club.403"
39097,"club.124"
39105,"club.413"
39120,"club.413"
39146,"club.111"
39152,"club.420"
39153,"club.111"
39203,"club.408"
39209,"club.233"
39210,"club.105"
39224,"club.232"
39234,"club.113"
39246,"club.402"
39247,"club.111"
39307,"club.123"
39312,"club.403"
39332,"club.202"
39338,"club.119"
39344,"club.111"
39360,"club.406"
39369,"club.132"
39372,"club.242"
39375,"club.115"
39400,"club.403"
39407,"club.604"
39419,"club.103"
39423,"club.233"
39426,"club.406"
39427,"club.413"
39432,"club.128"
39438,"club.123"
39473,"club.105"
39476,"club.218"
39486,"club.101"
39488,"club.218"
39544,"club.115"
39570,"club.229"
39582,"club.245"
39603,"club.133"
39606,"club.218"
39624,"club.403"
39664,"club.124"
39682,"club.117"
39685,"club.119"
39696,"club.242"
39704,"club.109"
39707,"club.123"
39779,"club.111"
39789,"club.402"
39793,"club.254"
39797,"club.229"
39800,"club.413"
39801,"club.402"
39803,"club.123"
39804,"club.402"
39807,"club.210"
39838,"club.242"
39847,"club.105"
39856,"club.111"
39858,"club.128"
39859,"club.109"
39873,"club.604"
39892,"club.605"
39913,"club.413"
39918,"club.111"
39926,"club.245"
39946,"club.111"
39948,"club.111"
39989,"club.123"
39993,"club.605"
40009,"club.126"
40016,"club.105"
40020,"club.403"
40046,"club.129"
40048,"club.103"
40054,"club.111"
40079,"club.254"
40082,"club.124"
40092,"club.115"
40093,"club.604"
40121,"club.413"
40123,"club.402"
40129,"club.111"
40130,"club.127"
40132,"club.111"
40144,"club.413"
40154,"club.111"
40157,"club.109"
40164,"club.117"
40180,"club.245"
40187,"club.123"
40189,"club.111"
40192,"club.127"
40198,"club.110"
40233,"club.604"
40235,"club.123"
40259,"club.123"
40267,"club.402"
40275,"club.415"
40277,"club.133"
40278,"club.242"
40294,"club.402"
40300,"club.406"
40325,"club.106"
40353,"club.210"
40364,"club.232"
40368,"club.128"
40388,"club.101"
40400,"club.123"
40421,"club.402"
40426,"club.218"
40438,"club.254"
40440,"club.420"
40445,"club.123"
40451,"club.601"
40476,"club.413"
40500,"club.103"
40504,"club.108"
40525,"club.101"
40532,"club.413"
40538,"club.402"
40562,"club.406"
40563,"club.124"
40566,"club.221"
40585,"club.245"
40595,"club.218"
40597,"club.124"
40599,"club.402"
40608,"club.111"
40620,"club.213"
40651,"club.124"
40657,"club.111"
40664,"club.229"
40665,"club.229"
40676,"club.111"
40681,"club.105"
40687,"club.211"
40689,"club.402"
40690,"club.108"
40700,"club.229"
40722,"club.402"
40728,"club.604"
40737,"club.245"
40738,"club.111"
40745,"club.402"
40750,"club.403"
40755,"club.604"
40758,"club.117"
40759,"club.133"
40775,"club.128"
40777,"club.114"
40779,"club.402"
40785,"club.133"
40809,"club.604"
40815,"club.232"
40819,"club.115"
40824,"club.117"
40866,"club.109"
40870,"club.114"
40886,"club.111"
40909,"club.123"
40911,"club.111"
40912,"club.125"
40930,"club.117"
40941,"club.122"
40956,"club.109"
40970,"club.133"
41003,"club.406"
41004,"club.111"
41016,"club.218"
41047,"club.133"
41059,"club.133"
41062,"club.218"
41063,"club.123"
41064,"club.109"
41070,"club.401"
41083,"club.402"
41092,"club.106"
41095,"club.105"
41098,"club.402"
41123,"club.604"
41132,"club.233"
41147,"club.133"
41159,"club.105"
41201,"club.103"
41218,"club.245"
41232,"club.229"
41235,"club.402"
41238,"club.105"
41245,"club.420"
41264,"club.605"
41284,"club.111"
41290,"club.413"
41296,"club.111"
41315,"club.109"
41317,"club.102"
41331,"club.243"
41347,"club.413"
41354,"club.245"
41358,"club.266"
41359,"club.132"
41360,"club.111"
41376,"club.111"
41394,"club.105"
41406,"club.133"
41419,"club.117"
41437,"club.123"
41440,"club.242"
41444,"club.105"
41452,"club.407"
41463,"club.132"
41481,"club.125"
41506,"club.233"
41517,"club.105"
41532,"club.132"
41533,"club.420"
41551,"club.413"
41564,"club.125"
41570,"club.125"
41574,"club.242"
41587,"club.402"
41598,"club.107"
41610,"club.109"
41623,"club.242"
41624,"club.115"
41626,"club.218"
41628,"club.109"
41641,"club.402"
41647,"club.242"
41650,"club.402"
41667,"club.211"
41710,"club.218"
41736,"club.604"
41745,"club.258"
41759,"club.105"
41760,"club.109"
41762,"club.109"
41776,"club.501"
41782,"club.108"
41798,"club.246"
41799,"club.117"
41809,"club.105"
41813,"club.245"
41830,"club.123"
41831,"club.418"
41836,"club.109"
41844,"club.101"
41851,"club.123"
41875,"club.101"
41877,"club.107"
41884,"club.420"
41890,"club.125"
41892,"club.201"
41899,"club.406"
41920,"club.111"
41928,"club.418"
41937,"club.107"
41941,"club.418"
41942,"club.406"
41952,"club.132"
41959,"club.408"
41970,"club.119"
41971,"club.103"
41975,"club.127"
41981,"club.115"
41983,"club.132"
41993,"club.111"
41999,"club.103"
42004,"club.106"
42031,"club.101"
42034,"club.105"
42036,"club.111"
42038,"club.408"
42046,"club.101"
42047,"club.117"
42059,"club.109"
42060,"club.111"
42082,"club.111"
42088,"club.404"
42150,"club.111"
42153,"club.105"
42158,"club.105"
42162,"club.242"
42171,"club.408"
42204,"club.221"
42217,"club.420"
42218,"club.229"
42223,"club.420"
42231,"club.112"
42236,"club.109"
42240,"club.111"
42277,"club.111"
42282,"club.202"
42298,"club.111"
42299,"club.218"
42301,"club.133"
42304,"club.115"
42325,"club.111"
42326,"club.111"
42333,"club.111"
42385,"club.604"
42443,"club.403"
42454,"club.105"
42458,"club.101"
42463,"club.249"
42503,"club.105"
42564,"club.101"
42579,"club.106"
42581,"club.604"
42587,"club.232"
42590,"club.111"
42594,"club.233"
42596,"club.420"
42598,"club.218"
42605,"club.242"
42608,"club.105"
42610,"club.404"
42617,"club.115"
42619,"club.420"
42625,"club.105"
42632,"club.109"
42662,"club.132"
42666,"club.105"
42668,"club.119"
42677,"club.111"
42684,"club.413"
42689,"club.407"
42695,"club.111"
42708,"club.101"
42715,"club.123"
42734,"club.408"
42764,"club.111"
42768,"club.109"
42771,"club.111"
42778,"club.103"
42781,"club.229"
42784,"club.124"
42814,"club.123"
42828,"club.219"
42834,"club.111"
42845,"club.218"
42846,"club.229"
42848,"club.133"
42849,"club.218"
42898,"club.117"
42902,"club.119"
42917,"club.111"
42923,"club.103"
42929,"club.105"
42950,"club.109"
42952,"club.125"
42957,"club.402"
42961,"club.133"
42972,"club.109"
42988,"club.402"
43024,"club.111"
43028,"club.123"
43032,"club.111"
43044,"club.232"
43045,"club.402"
43052,"club.413"
43070,"club.109"
43074,"club.201"
43092,"club.115"
43112,"club.406"
43116,"club.406"
43121,"club.406"
43122,"club.108"
43124,"club.119"
43126,"club.402"
43141,"club.119"
43150,"club.402"
43160,"club.413"
43168,"club.222"
43175,"club.402"
43192,"club.221"
43202,"club.123"
43212,"club.402"
43229,"club.254"
43235,"club.218"
43258,"club.402"
43260,"club.114"
43267,"club.123"
43269,"club.117"
43300,"club.408"
43321,"club.103"
43329,"club.132"
43330,"club.402"
43334,"club.123"
43355,"club.111"
43361,"club.115"
43365,"club.103"
43371,"club.232"
43375,"club.261"
43378,"club.101"
43390,"club.402"
43427,"club.501"
43441,"club.123"
43443,"club.103"
43463,"club.111"
43492,"club.402"
43525,"club.420"
43547,"club.132"
43558,"club.109"
43562,"club.119"
43563,"club.108"
43565,"club.119"
43573,"club.413"
43601,"club.402"
43623,"club.133"
43646,"club.413"
43648,"club.121"
43654,"club.221"
43663,"club.124"
43670,"club.123"
43678,"club.128"
43718,"club.402"
43730,"club.117"
43734,"club.233"
43745,"club.101"
43750,"club.221"
43760,"club.229"
43762,"club.420"
43777,"club.123"
43797,"club.401"
43819,"club.218"
43827,"club.132"
43836,"club.117"
43870,"club.123"
43876,"club.213"
43905,"club.420"
43910,"club.111"
43950,"club.101"
43961,"club.111"
43992,"club.601"
43995,"club.604"
44004,"club.221"
44006,"club.604"
44024,"club.408"
44058,"club.109"
44068,"club.108"
44103,"club.221"
44112,"club.246"
44113,"club.267"
44121,"club.102"
44123,"club.406"
44157,"club.126"
44177,"club.125"
44199,"club.601"
44201,"club.601"
44213,"club.403"
44227,"club.111"
44240,"club.133"
44255,"club.132"
44355,"club.132"
44367,"club.109"
44379,"club.124"
44398,"club.403"
44408,"club.413"
44412,"club.117"
44414,"club.101"
44434,"club.218"
44462,"club.123"
44466,"club.407"
44469,"club.101"
44470,"club.406"
44475,"club.101"
44502,"club.111"
44506,"club.413"
44511,"club.101"
44514,"club.111"
44524,"club.413"
44525,"club.128"
44541,"club.413"
44561,"club.123"
44567,"club.101"
44587,"club.403"
44620,"club.403"
44624,"club.111"
44628,"club.123"
44633,"club.117"
44646,"club.123"
44657,"club.123"
44668,"club.202"
44674,"club.221"
44691,"club.406"
44696,"club.604"
44700,"club.218"
44711,"club.420"
44727,"club.205"
44753,"club.115"
44771,"club.420"
44796,"club.133"
44803,"club.111"
44817,"club.232"
44821,"club.109"
44826,"club.111"
44830,"club.413"
44838,"club.604"
44851,"club.406"
44855,"club.221"
44872,"club.111"
44875,"club.111"
44910,"club.242"
44916,"club.126"
44925,"club.133"
44933,"club.101"
44940,"club.111"
44949,"club.115"
44954,"club.103"
44955,"club.125"
44958,"club.233"
44961,"club.109"
44969,"club.229"
44972,"club.413"
44974,"club.103"
45005,"club.402"
45038,"club.111"
45039,"club.102"
45049,"club.408"
45064,"club.402"
45073,"club.402"
45074,"club.242"
45076,"club.101"
45077,"club.413"
45080,"club.101"
45087,"club.404"
45103,"club.111"
45112,"club.105"
45114,"club.111"
45139,"club.408"
45141,"club.408"
45154,"club.404"
45156,"club.242"
45159,"club.404"
45165,"club.250"
45177,"club.123"
45188,"club.123"
45203,"club.257"
45212,"club.402"
45221,"club.101"
45225,"club.404"
45239,"club.111"
45261,"club.420"
45274,"club.105"
45276,"club.404"
45315,"club.402"
45316,"club.237"
45318,"club.232"
45320,"club.119"
45332,"club.402"
45333,"club.404"
45345,"club.408"
45346,"club.111"
45358,"club.404"
45422,"club.115"
45427,"club.604"
45458,"club.604"
45462,"club.408"
45479,"club.413"
45508,"club.111"
45534,"club.402"
45535,"club.402"
45547,"club.106"
45574,"club.245"
45578,"club.402"
45579,"club.105"
45648,"club.221"
45681,"club.109"
45694,"club.123"
45707,"club.103"
45711,"club.123"
45715,"club.604"
45730,"club.205"
45734,"club.111"
45761,"club.109"
45791,"club.403"
45794,"club.229"
45803,"club.222"
45860,"club.242"
45898,"club.109"
45932,"club.109"
45939,"club.111"
45957,"club.133"
45959,"club.111"
45984,"club.258"
45991,"club.132"
46009,"club.124"
46017,"club.402"
46024,"club.202"
46034,"club.420"
46038,"club.420"
46042,"club.229"
46043,"club.129"
46060,"club.103"
46066,"club.601"
46085,"club.402"
46138,"club.111"
46175,"club.604"
46204,"club.105"
46219,"club.115"
46248,"club.101"
46278,"club.111"
46291,"club.261"
46301,"club.408"
46303,"club.233"
46307,"club.257"
46346,"club.111"
46347,"club.132"
46359,"club.129"
46364,"club.212"
46373,"club.232"
46385,"club.123"
46394,"club.403"
46403,"club.109"
46404,"club.245"
46409,"club.604"
46425,"club.221"
46454,"club.123"
46465,"club.111"
46471,"club.105"
46494,"club.221"
46536,"club.604"
46543,"club.119"
46553,"club.109"
46555,"club.501"
46575,"club.245"
46578,"club.605"
46593,"club.115"
46619,"club.111"
46642,"club.132"
46647,"club.111"
46650,"club.406"
46672,"club.413"
46686,"club.111"
46721,"club.115"
46735,"club.604"
46744,"club.406"
46750,"club.604"
46771,"club.209"
46774,"club.103"
46780,"club.408"
46783,"club.420"
46797,"club.407"
46800,"club.403"
46805,"club.125"
46823,"club.132"
46826,"club.403"
46827,"club.403"
46837,"club.101"
46844,"club.125"
46848,"club.221"
46865,"club.123"
46876,"club.128"
46909,"club.132"
46910,"club.109"
46924,"club.115"
46958,"club.232"
46961,"club.133"
46962,"club.403"
46963,"club.117"
46966,"club.105"
46994,"club.111"
47005,"club.109"
47026,"club.111"
47046,"club.132"
47068,"club.101"
47078,"club.402"
47099,"club.111"
47110,"club.210"
47128,"club.246"
47129,"club.123"
47157,"club.408"
47165,"club.111"
47166,"club.117"
47178,"club.132"
47220,"club.406"
47258,"club.111"
47296,"club.410"
47332,"club.109"
47338,"club.133"
47355,"club.408"
47362,"club.124"
47371,"club.408"
47385,"club.101"
47415,"club.242"
47435,"club.245"
47444,"club.125"
47445,"club.105"
47448,"club.132"
47451,"club.403"
47469,"club.249"
47487,"club.111"
47488,"club.123"
47498,"club.117"
47499,"club.242"
47526,"club.245"
47541,"club.111"
47543,"club.123"
47561,"club.205"
47587,"club.403"
47599,"club.408"
47601,"club.245"
47604,"club.101"
47633,"club.408"
47650,"club.101"
47652,"club.111"
47704,"club.242"
47715,"club.111"
47730,"club.249"
47774,"club.229"
47786,"club.123"
47790,"club.229"
47794,"club.242"
47800,"club.229"
47806,"club.103"
47874,"club.406"
47882,"club.111"
47890,"club.249"
47898,"club.403"
47899,"club.123"
47908,"club.113"
47916,"club.403"
47930,"club.501"
47962,"club.405"
47970,"club.111"
47973,"club.111"
47988,"club.123"
48020,"club.132"
48023,"club.106"
48045,"club.410"
48068,"club.406"
48071,"club.123"
48076,"club.242"
48091,"club.111"
48102,"club.109"
48105,"club.111"
48118,"club.242"
48170,"club.123"
48194,"club.403"
48203,"club.242"
48240,"club.125"
48244,"club.403"
48255,"club.501"
48256,"club.111"
48306,"club.111"
48317,"club.111"
48321,"club.403"
48323,"club.105"
48332,"club.124"
48347,"club.604"
48351,"club.604"
48362,"club.111"
48383,"club.218"
48392,"club.218"
48395,"club.109"
48398,"club.111"
48408,"club.115"
48442,"club.109"
48451,"club.119"
48511,"club.117"
48525,"club.111"
48533,"club.111"
48566,"club.402"
48590,"club.111"
48594,"club.111"
48603,"club.109"
48609,"club.403"
48624,"club.413"
48645,"club.111"
48653,"club.123"
48659,"club.245"
48663,"club.604"
48671,"club.406"
48681,"club.111"
48704,"club.402"
48705,"club.101"
48707,"club.406"
48725,"club.111"
48739,"club.129"
48746,"club.604"
48822,"club.601"
48824,"club.123"
48854,"club.403"
48875,"club.101"
48905,"club.117"
48907,"club.113"
48942,"club.126"
48950,"club.131"
48954,"club.122"
48967,"club.111"
48968,"club.111"
48981,"club.113"
48986,"club.109"
49046,"club.111"
49053,"club.111"
49055,"club.111"
49106,"club.125"
49110,"club.124"
49111,"club.115"
49118,"club.111"
49138,"club.221"
49160,"club.111"
49185,"club.132"
49186,"club.604"
49201,"club.111"
49202,"club.406"
49203,"club.103"
49205,"club.101"
49210,"club.212"
49213,"club.123"
49215,"club.604"
49219,"club.119"
49225,"club.126"
49239,"club.604"
49244,"club.125"
49285,"club.124"
49328,"club.604"
49335,"club.125"
49348,"club.132"
49350,"club.115"
49362,"club.267"
49369,"club.604"
49398,"club.122"
49412,"club.128"
49422,"club.219"
49426,"club.123"
49441,"club.245"
49454,"club.408"
49457,"club.601"
49491,"club.119"
49507,"club.108"
49531,"club.233"
49571,"club.123"
49572,"club.228"
49602,"club.402"
49603,"club.202"
49618,"club.125"
49641,"club.111"
49664,"club.111"
49667,"club.123"
49675,"club.115"
49680,"club.123"
49716,"club.413"
49737,"club.108"
49748,"club.402"
49754,"club.123"
49756,"club.109"
49774,"club.109"
49777,"club.125"
49788,"club.119"
49789,"club.123"
49828,"club.111"
49842,"club.218"
49849,"club.413"
49852,"club.605"
49879,"club.604"
49886,"club.242"
49891,"club.123"
49961,"club.129"
49985,"club.111"
50002,"club.413"
50038,"club.603"
50100,"club.242"
50104,"club.111"
50118,"club.111"
50138,"club.242"
50146,"club.111"
50204,"club.101"
50232,"club.111"
50235,"club.105"
50239,"club.111"
50243,"club.123"
50247,"club.246"
50272,"club.111"
50279,"club.403"
50291,"club.111"
50319,"club.218"
50321,"club.105"
50350,"club.403"
50362,"club.103"
50373,"club.111"
50377,"club.117"
50389,"club.245"
50436,"club.417"
50441,"club.129"
50459,"club.604"
50463,"club.604"
50478,"club.601"
50479,"club.132"
50506,"club.109"
50518,"club.218"
50522,"club.218"
50524,"club.604"
50554,"club.119"
50566,"club.105"
50570,"club.402"
50628,"club.109"
50632,"club.119"
50694,"club.210"
50695,"club.117"
50703,"club.221"
50714,"club.413"
50721,"club.401"
50747,"club.111"
50748,"club.105"
50765,"club.402"
50768,"club.242"
50798,"club.111"
50818,"club.116"
50825,"club.101"
50844,"club.601"
50864,"club.111"
50865,"club.105"
50875,"club.105"
50881,"club.111"
50910,"club.129"
50916,"club.212"
50923,"club.111"
50963,"club.132"
51007,"club.105"
51010,"club.111"
51050,"club.124"
51057,"club.410"
51064,"club.111"
51081,"club.402"
51092,"club.111"
51104,"club.413"
51117,"club.123"
51118,"club.221"
51178,"club.123"
51194,"club.249"
51205,"club.111"
51207,"club.106"
51221,"club.133"
51224,"club.604"
51304,"club.604"
51308,"club.267"
51315,"club.226"
51330,"club.133"
51342,"club.206"
51347,"club.111"
51353,"club.604"
51380,"club.103"
51406,"club.111"
51427,"club.413"
51438,"club.402"
51443,"club.123"
51477,"club.105"
51479,"club.245"
51492,"club.127"
51530,"club.106"
51550,"club.117"
51554,"club.111"
51581,"club.123"
51626,"club.101"
51648,"club.126"
51656,"club.111"
51687,"club.116"
51695,"club.123"
51696,"club.604"
51707,"club.115"
51716,"club.413"
51720,"club.117"
51727,"club.206"
51743,"club.402"
51746,"club.402"
51749,"club.105"
51798,"club.125"
51804,"club.604"
51831,"club.111"
51834,"club.132"
51839,"club.114"
51877,"club.413"
51878,"club.601"
51879,"club.123"
51907,"club.101"
51909,"club.115"
51945,"club.601"
51973,"club.111"
51982,"club.105"
51993,"club.601"
51999,"club.601"
52011,"club.404"
52049,"club.420"
52070,"club.603"
52086,"club.124"
52128,"club.103"
52143,"club.105"
52156,"club.249"
52157,"club.111"
52158,"club.123"
52159,"club.413"
52162,"club.129"
52191,"club.403"
52194,"club.123"
52198,"club.126"
52203,"club.403"
52210,"club.111"
52223,"club.106"
52230,"club.413"
52249,"club.115"
52271,"club.111"
52282,"club.101"
52285,"club.218"
52298,"club.132"
52301,"club.132"
52312,"club.413"
52342,"club.132"
52357,"club.132"
52380,"club.101"
52383,"club.101"
52384,"club.604"
52398,"club.117"
52402,"club.107"
52406,"club.402"
52417,"club.125"
52424,"club.125"
52439,"club.404"
52475,"club.105"
52483,"club.123"
52495,"club.111"
52507,"club.105"
52526,"club.124"
52534,"club.408"
52577,"club.126"
52584,"club.402"
52603,"club.111"
52615,"club.121"
52623,"club.258"
52626,"club.218"
52637,"club.111"
52641,"club.124"
52666,"club.111"
52691,"club.111"
52700,"club.402"
52701,"club.402"
52715,"club.111"
52725,"club.233"
52735,"club.132"
52750,"club.132"
52758,"club.402"
52771,"club.233"
52774,"club.109"
52790,"club.111"
52793,"club.115"
52829,"club.105"
52912,"club.413"
52919,"club.405"
53029,"club.402"
53048,"club.108"
53057,"club.113"
53061,"club.413"
53066,"club.111"
53072,"club.111"
53073,"club.413"
53078,"club.111"
53087,"club.604"
53091,"club.604"
53120,"club.111"
53129,"club.116"
53130,"club.123"
53141,"club.109"
53144,"club.402"
53159,"club.229"
53195,"club.132"
53196,"club.111"
53206,"club.132"
53216,"club.123"
53217,"club.109"
53221,"club.124"
53235,"club.410"
53241,"club.413"
53297,"club.111"
53304,"club.407"
53305,"club.407"
53311,"club.115"
53317,"club.249"
53322,"club.243"
53335,"club.106"
53356,"club.103"
53358,"club.501"
53371,"club.117"
53387,"club.129"
53486,"club.111"
53492,"club.221"
53526,"club.127"
53533,"club.123"
53539,"club.402"
53553,"club.603"
53554,"club.252"
53566,"club.604"
53571,"club.113"
53575,"club.604"
53580,"club.111"
53603,"club.402"
53616,"club.123"
53620,"club.242"
53630,"club.103"
53635,"club.402"
53642,"club.109"
53663,"club.413"
53664,"club.109"
53665,"club.109"
53671,"club.111"
53691,"club.111"
53704,"club.109"
53709,"club.132"
53711,"club.123"
53712,"club.402"
53721,"club.601"
53724,"club.245"
53735,"club.111"
53758,"club.242"
53780,"club.111"
53792,"club.105"
53809,"club.111"
53864,"club.105"
53878,"club.402"
53894,"club.125"
53904,"club.111"
53923,"club.123"
53931,"club.245"
53962,"club.403"
53968,"club.604"
53978,"club.403"
53984,"club.404"
53997,"club.133"
54010,"club.404"
54016,"club.229"
54029,"club.115"
54055,"club.210"
54080,"club.132"
54089,"club.604"
54090,"club.105"
54094,"club.402"
54102,"club.410"
54122,"club.256"
54136,"club.101"
54169,"club.109"
54187,"club.101"
54189,"club.219"
54197,"club.132"
54225,"club.111"
54227,"club.604"
54249,"club.123"
54255,"club.222"
54262,"club.206"
54265,"club.109"
54273,"club.123"
54280,"club.106"
54281,"club.111"
54286,"club.131"
54287,"club.254"
54300,"club.111"
54308,"club.402"
54311,"club.123"
54314,"club.109"
54352,"club.604"
54361,"club.103"
54362,"club.604"
54387,"club.402"
54410,"club.123"
54412,"club.413"
54420,"club.413"
54435,"club.111"
54442,"club.101"
54462,"club.402"
54467,"club.125"
54481,"club.402"
54487,"club.132"
54489,"club.111"
54523,"club.212"
54545,"club.221"
54565,"club.133"
54570,"club.125"
54575,"club.109"
54581,"club.115"
54607,"club.105"
54615,"club.125"
54650,"club.132"
54664,"club.402"
54666,"club.123"
54681,"club.221"
54686,"club.123"
54693,"club.119"
54694,"club.242"
54726,"club.402"
54756,"club.109"
54787,"club.117"
54799,"club.111"
54803,"club.406"
54816,"club.103"
54834,"club.115"
54836,"club.408"
54840,"club.111"
54851,"club.413"
54853,"club.233"
54859,"club.402"
54861,"club.413"
54867,"club.101"
54868,"club.101"
54903,"club.242"
54907,"club.111"
54926,"club.133"
54932,"club.407"
54945,"club.123"
54953,"club.111"
54983,"club.111"
54985,"club.201"
54990,"club.246"
54992,"club.115"
54995,"club.114"
55001,"club.105"
55035,"club.111"
55037,"club.105"
55043,"club.111"
55067,"club.111"
55082,"club.245"
55086,"club.133"
55090,"club.123"
55110,"club.229"
55138,"club.420"
55152,"club.109"
55154,"club.111"
55167,"club.408"
55195,"club.242"
55223,"club.126"
55229,"club.408"
55234,"club.111"
55261,"club.115"
55267,"club.123"
55275,"club.218"
55280,"club.604"
55340,"club.105"
55346,"club.123"
55350,"club.245"
55365,"club.119"
55366,"club.117"
55380,"club.109"
55395,"club.111"
55396,"club.109"
55404,"club.111"
55406,"club.413"
55414,"club.133"
55421,"club.245"
55435,"club.408"
55447,"club.123"
55448,"club.132"
55449,"club.109"
55453,"club.402"
55498,"club.111"
55501,"club.103"
55508,"club.413"
55515,"club.605"
55522,"club.111"
55530,"club.221"
55554,"club.109"
55562,"club.242"
55563,"club.413"
55590,"club.111"
55602,"club.413"
55611,"club.128"
55622,"club.111"
55646,"club.124"
55655,"club.132"
55697,"club.245"
55707,"club.109"
55713,"club.403"
55730,"club.127"
55741,"club.111"
55807,"club.127"
55816,"club.413"
55845,"club.111"
55852,"club.109"
55887,"club.413"
55928,"club.103"
55940,"club.232"
55967,"club.123"
55973,"club.123"
55979,"club.413"
55986,"club.105"
55995,"club.410"
55999,"club.229"
56001,"club.105"
56002,"club.124"
56023,"club.111"
56030,"club.249"
56127,"club.111"
56170,"club.249"
56182,"club.604"
56201,"club.111"
56202,"club.123"
56211,"club.242"
56240,"club.413"
56244,"club.406"
56245,"club.105"
56255,"club.604"
56257,"club.116"
56263,"club.123"
56268,"club.604"
56271,"club.111"
56284,"club.267"
56323,"club.206"
56326,"club.111"
56347,"club.413"
56355,"club.109"
56431,"club.413"
56466,"club.604"
56485,"club.113"
56492,"club.111"
56498,"club.105"
56501,"club.242"
56512,"club.407"
56538,"club.111"
56542,"club.111"
56582,"club.403"
56614,"club.111"
56619,"club.113"
56663,"club.115"
56664,"club.413"
56666,"club.111"
56670,"club.123"
56677,"club.111"
56684,"club.105"
56759,"club.242"
56770,"club.116"
56773,"club.106"
56784,"club.601"
56801,"club.410"
56828,"club.111"
56847,"club.111"
56866,"club.115"
56874,"club.604"
56881,"club.604"
56892,"club.604"
56912,"club.105"
56916,"club.111"
56920,"club.117"
56952,"club.229"
56954,"club.111"
56964,"club.111"
57001,"club.103"
57022,"club.413"
57035,"club.103"
57036,"club.111"
57037,"club.111"
57058,"club.115"
57067,"club.111"
57070,"club.402"
57079,"club.111"
57119,"club.245"
57192,"club.105"
57195,"club.132"
57202,"club.123"
57259,"club.101"
57268,"club.604"
57293,"club.242"
57295,"club.123"
57308,"club.407"
57309,"club.111"
57317,"club.111"
57367,"club.111"
57372,"club.111"
57411,"club.111"
57433,"club.111"
57435,"club.413"
57448,"club.403"
57451,"club.413"
57479,"club.229"
57480,"club.229"
57485,"club.113"
57490,"club.105"
57512,"club.407"
57514,"club.243"
57535,"club.111"
57539,"club.413"
57602,"club.129"
57622,"club.218"
57629,"club.129"
57651,"club.243"
57673,"club.123"
57693,"club.111"
57710,"club.410"
57738,"club.413"
57757,"club.111"
57761,"club.407"
57763,"club.111"
57783,"club.133"
57792,"club.133"
57816,"club.406"
57824,"club.133"
57844,"club.119"
57849,"club.123"
57850,"club.402"
57857,"club.402"
57866,"club.257"
57869,"club.413"
57891,"club.123"
57904,"club.105"
57915,"club.229"
57918,"club.413"
57936,"club.101"
57941,"club.123"
57949,"club.604"
57950,"club.123"
57954,"club.413"
57956,"club.117"
57963,"club.117"
57973,"club.129"
57988,"club.133"
57990,"club.403"
58000,"club.403"
58007,"club.242"
58014,"club.126"
58041,"club.124"
58046,"club.111"
58063,"club.604"
58067,"club.501"
58077,"club.113"
58091,"club.229"
58097,"club.112"
58111,"club.413"
58137,"club.413"
58161,"club.103"
58170,"club.101"
58189,"club.413"
58196,"club.103"
58218,"club.402"
58231,"club.202"
58268,"club.242"
58269,"club.115"
58280,"club.111"
58291,"club.115"
58306,"club.402"
58316,"club.109"
58322,"club.133"
58355,"club.604"
58361,"club.111"
58362,"club.405"
58368,"club.603"
58378,"club.119"
58385,"club.111"
58398,"club.413"
58430,"club.105"
58432,"club.219"
58451,"club.413"
58452,"club.117"
58456,"club.413"
58466,"club.108"
58469,"club.109"
58476,"club.105"
58482,"club.403"
58485,"club.124"
58496,"club.413"
58500,"club.123"
58501,"club.132"
58509,"club.111"
58514,"club.111"
58522,"club.604"
58526,"club.127"
58529,"club.111"
58540,"club.402"
58541,"club.233"
58562,"club.406"
58579,"club.413"
58589,"club.132"
58615,"club.123"
58621,"club.111"
58632,"club.111"
58636,"club.408"
58639,"club.133"
58649,"club.114"
58651,"club.212"
58665,"club.132"
58667,"club.413"
58682,"club.413"
58688,"club.133"
58735,"club.111"
58745,"club.105"
58782,"club.413"
58793,"club.402"
58822,"club.241"
58826,"club.115"
58829,"club.212"
58838,"club.133"
58842,"club.254"
58845,"club.132"
58870,"club.121"
58879,"club.129"
58891,"club.132"
58910,"club.123"
58919,"club.119"
58935,"club.404"
58942,"club.241"
58958,"club.109"
58962,"club.604"
58966,"club.604"
58973,"club.132"
58987,"club.119"
58989,"club.604"
58992,"club.109"
59007,"club.123"
59023,"club.133"
59033,"club.133"
59034,"club.133"
59047,"club.249"
59055,"club.253"
59058,"club.501"
59094,"club.402"
59098,"club.605"
59099,"club.105"
59104,"club.132"
59105,"club.123"
59122,"club.105"
59124,"club.132"
59142,"club.221"
59175,"club.123"
59182,"club.126"
59188,"club.113"
59193,"club.124"
59204,"club.241"
59217,"club.127"
59221,"club.245"
59227,"club.115"
59295,"club.117"
59308,"club.105"
59309,"club.125"
59310,"club.402"
59314,"club.245"
59321,"club.229"
59326,"club.202"
59368,"club.101"
59369,"club.410"
59389,"club.115"
59463,"club.219"
59468,"club.413"
59470,"club.241"
59487,"club.242"
59489,"club.402"
59490,"club.119"
59530,"club.111"
59538,"club.117"
59549,"club.132"
