"UID","JOB_CATEGORY","JOB_DEP","Working_hours","eco_sect","Terms_of_emp","Employer_type","Emolument","JOB_CONDITION","employee_count","Work_description"
56677,"O","62",1670,"JC","CDD","ct_9",12324,"C","tr_2","637c"
56682,"X","59",286,"QB","AUT","ct_8",7106,"P","tr_4","684a"
56687,"O","62",1455,"QA","CDI","ct_9",10127,"P","tr_2","526e"
56689,"O","62",1502,"FZ","CDI","ct_9",17904,"C","tr_5","621b"
56690,"O","62",1439,"IZ","CDD","ct_9",10343,"P","tr_1","561f"
56691,"O","62",2500,"RZ","CDD","ct_8",38258,"C","tr_3","424a"
56696,"O","59",1520,"FZ","CDI","ct_9",22101,"C","tr_1","483a"
56699,"O","62",1747,"FZ","CDI","ct_9",20479,"C","tr_3","632d"
56701,"O","62",1820,"QA","CDI","ct_8",19163,"C","tr_6","526a"
56704,"O","62",1820,"QB","CDI","ct_8",19566,"C","tr_4","434e"
56709,"O","62",1819,"QA","CDI","ct_8",21101,"C","tr_6","526a"
56710,"O","62",1820,"NZ","CDI","ct_9",19394,"C","tr_6","462e"
56714,"O","62",1423,"QB","CDI","ct_8",18453,"C","tr_3","461b"
56721,"O","62",1820,"QB","CDI","ct_8",21976,"C","tr_5","526a"
56726,"O","62",1899,"OZ","AUT","ct_2",33234,"C","tr_6","533a"
56728,"X","62",813,"QB","AUT","ct_8",8753,"P","tr_3","525d"
56729,"O","62",1623,"FZ","CDI","ct_9",24973,"C","tr_3","543b"
56733,"O","62",546,"GZ","CDI","ct_9",15355,"C","tr_5","553b"
56747,"O","62",1637,"CK","CDI","ct_9",23215,"C","tr_6","623g"
56759,"O","59",1783,"NZ","CDI","ct_9",26671,"C","tr_6","461f"
56761,"O","62",913,"CC","CDI","ct_9",6850,"P","tr_1","641a"
56762,"O","59",1339,"HZ","CDI","ct_9",14888,"C","tr_3","451a"
56763,"X","62",1850,"CG","AUT","ct_9",17561,"C","tr_6","623g"
56766,"O","59",1884,"MA","CDI","ct_9",31784,"C","tr_1","472c"
56767,"O","62",1897,"CL","CDI","ct_9",31895,"C","tr_6","626a"
56779,"O","62",1840,"CL","CDI","ct_9",25970,"C","tr_6","474c"
56780,"O","62",685,"NZ","TTP","ct_9",7534,"C","tr_3","652a"
56784,"O","62",1820,"GZ","CDI","ct_6",14526,"C","tr_1","554e"
56790,"O","62",1815,"RZ","CDI","ct_8",16122,"C","tr_1","424a"
56795,"O","59",1601,"GZ","CDI","ct_9",27807,"C","tr_2","554b"
56810,"O","62",1834,"FZ","CDI","ct_9",19561,"C","tr_2","632a"
56825,"O","62",1820,"CI","CDI","ct_9",19457,"C","tr_6","477b"
56826,"O","59",1825,"NZ","CDI","ct_9",17730,"C","tr_6","534a"
56827,"O","62",56,"FZ","CDD","ct_9",4674,"C","tr_1","632f"
56831,"O","62",1740,"QA","CDI","ct_8",20834,"P","tr_6","434b"
56847,"O","62",2041,"CM","CDI","ct_9",26269,"C","tr_2","628a"
56851,"O","62",320,"TZ","CDI","ct_7",2936,"C","tr_1","563c"
56854,"O","62",1864,"CG","CDI","ct_9",21917,"C","tr_6","462e"
56866,"O","62",1883,"PZ","CDI","ct_8",43637,"C","tr_4","341a"
56871,"O","62",1820,"IZ","CDD","ct_9",11152,"C","tr_1","643a"
56888,"O","62",1682,"EZ","CDI","ct_9",22922,"C","tr_3","644a"
56901,"O","62",1820,"QA","CDI","ct_9",17351,"C","tr_6","526a"
56909,"O","62",1274,"HZ","CDI","ct_9",16933,"P","tr_6","451a"
56912,"O","62",1820,"LZ","CDI","ct_9",21013,"C","tr_3","462e"
56916,"O","62",1802,"LZ","CDI","ct_5",19227,"C","tr_6","564a"
56936,"O","62",1620,"HZ","CDI","ct_6",20777,"C","tr_3","546c"
56938,"O","62",1787,"QB","CDI","ct_9",16975,"C","tr_4","525d"
56952,"O","62",1819,"QA","CDI","ct_8",18878,"C","tr_6","526a"
56954,"X","62",1086,"HZ","AUT","ct_9",12742,"C","tr_3","641a"
56962,"O","62",1074,"PZ","AUT","ct_2",8869,"C","tr_1","421b"
56966,"O","62",2111,"FZ","CDI","ct_9",23118,"C","tr_1","651a"
56968,"O","62",NA,"OZ","AUT","ct_2",12847,"C","tr_6","335a"
56982,"O","62",1824,"KZ","CDI","ct_9",22495,"C","tr_1","543b"
56983,"O","62",1251,"NZ","CDI","ct_9",10167,"P","tr_5","684a"
56985,"O","62",461,"QB","CDI","ct_8",5803,"F","tr_4","525d"
56986,"O","59",1547,"MB","CDI","ct_8",16751,"C","tr_6","479a"
56989,"O","59",1970,"EZ","CDI","ct_9",19537,"C","tr_3","628e"
56990,"O","62",682,"QA","CDD","ct_3",6649,"C","tr_6","431f"
56997,"O","54",1184,"HZ","CDI","ct_9",13326,"P","tr_3","451a"
57000,"O","62",1641,"CA","CDI","ct_9",34036,"P","tr_6","461e"
57001,"O","62",1820,"OZ","CDI","ct_8",16463,"C","tr_5","543g"
57003,"O","59",1820,"GZ","CDI","ct_9",51726,"C","tr_1","374d"
57018,"O","62",1847,"CM","CDI","ct_9",34933,"C","tr_5","628g"
57022,"O","62",1820,"OZ","AUT","ct_2",15825,"C","tr_6","523c"
57029,"O","59",1895,"HZ","CDI","ct_9",21399,"C","tr_5","653a"
57035,"O","62",1490,"SZ","CDI","ct_9",10303,"P","tr_4","563b"
57036,"O","59",1903,"NZ","CDI","ct_9",20321,"C","tr_1","534a"
57039,"O","62",1099,"QA","CDI","ct_9",11894,"P","tr_5","526a"
57049,"O","62",2028,"QA","AUT","ct_3",26133,"C","tr_6","431f"
57056,"O","62",434,"QB","CDI","ct_7",8583,"F","tr_1","563b"
57062,"O","62",1819,"CA","CDI","ct_9",30149,"C","tr_5","628b"
57067,"O","62",3000,"EZ","CDI","ct_9",54128,"C","tr_1","387d"
57072,"O","62",1774,"CA","CDI","ct_9",22314,"C","tr_6","652a"
57075,"O","62",1819,"QA","CDI","ct_8",18929,"C","tr_6","525d"
57079,"O","62",1710,"CL","CDI","ct_9",24265,"C","tr_6","626a"
57093,"O","62",1142,"NZ","CDI","ct_9",11592,"C","tr_5","534a"
57095,"O","62",451,"QA","CDI","ct_3",3303,"P","tr_6","432b"
57096,"O","59",1765,"HZ","CDI","ct_6",16378,"C","tr_3","676c"
57102,"X","62",1713,"QB","AUT","ct_8",6414,"C","tr_5","676e"
57115,"O","62",1820,"OZ","AUT","ct_1",20087,"C","tr_5","524b"
57133,"O","62",1506,"NZ","CDI","ct_9",12898,"C","tr_6","541d"
57135,"O","62",1016,"OZ","CDD","ct_1",15900,"C","tr_4","543g"
57138,"O","68",1819,"FZ","CDI","ct_9",34662,"C","tr_6","387c"
57139,"O","62",1820,"CG","CDI","ct_9",31170,"C","tr_2","475b"
57156,"O","62",2028,"GZ","CDI","ct_9",35266,"C","tr_1","373c"
57160,"O","62",1820,"GZ","CDI","ct_9",26267,"C","tr_4","542a"
57170,"O","62",1703,"NZ","TTP","ct_9",25365,"C","tr_2","621a"
57172,"A","62",621,"MA","APP","ct_9",3942,"C","tr_4","691e"
57173,"O","62",2200,"PZ","CDI","ct_8",34674,"C","tr_2","421b"
57175,"O","59",1962,"GZ","CDI","ct_9",20689,"C","tr_6","534a"
57177,"O","62",1286,"GZ","CDI","ct_9",14333,"P","tr_1","554e"
57179,"O","59",1820,"CE","CDI","ct_9",52002,"C","tr_5","372c"
57180,"O","62",2088,"CG","CDI","ct_9",23423,"C","tr_6","628g"
57182,"O","59",1825,"GZ","CDI","ct_9",19060,"C","tr_1","433d"
57192,"O","62",1748,"GZ","CDI","ct_9",20114,"C","tr_1","543f"
57195,"O","62",1820,"GZ","CDI","ct_9",13749,"C","tr_1","643a"
57208,"O","59",1820,"OZ","CDI","ct_2",43679,"C","tr_6","333f"
57209,"O","59",2829,"NZ","CDI","ct_9",22874,"C","tr_6","534a"
57216,"O","62",1736,"CG","CDI","ct_9",21468,"C","tr_6","676c"
57217,"O","62",1975,"QA","CDI","ct_6",16236,"P","tr_1","526b"
57227,"O","62",1826,"QB","CDI","ct_8",23623,"C","tr_5","434d"
57235,"O","62",909,"QB","CDI","ct_8",12194,"P","tr_1","431f"
57237,"O","62",1155,"QB","CDI","ct_8",10034,"P","tr_4","525d"
57243,"O","62",1824,"GZ","CDI","ct_9",16098,"C","tr_5","652a"
57247,"O","62",2076,"QB","CDI","ct_7",5519,"D","tr_1","563a"
57248,"A","62",370,"GZ","APP","ct_6",1731,"C","tr_3","554h"
57255,"O","62",364,"TZ","CDI","ct_7",3898,"C","tr_1","563c"
57259,"O","62",1639,"GZ","CDI","ct_9",17454,"C","tr_4","554a"
57264,"O","62",2028,"GZ","CDI","ct_9",27570,"C","tr_4","462b"
57270,"O","62",688,"TZ","CDI","ct_7",4795,"C","tr_0","563c"
57275,"O","62",2034,"CA","CDI","ct_9",28882,"C","tr_5","461e"
57281,"O","62",1820,"NZ","CDI","ct_9",16109,"C","tr_6","676c"
57286,"O","62",1819,"LZ","CDI","ct_9",48414,"C","tr_5","382c"
57295,"O","62",2200,"GZ","CDI","ct_9",41298,"C","tr_4","389a"
57296,"O","62",269,"NZ","CDI","ct_9",2830,"C","tr_5","534a"
57305,"O","62",1820,"QB","CDI","ct_8",18515,"C","tr_3","526d"
57306,"O","62",1722,"FZ","CDI","ct_6",16046,"C","tr_1","632a"
57308,"O","62",1684,"GZ","CDI","ct_9",20610,"C","tr_1","433b"
57309,"O","62",1796,"HZ","CDI","ct_9",19448,"C","tr_5","676c"
57315,"O","62",1409,"IZ","CDI","ct_6",11787,"P","tr_1","561b"
57319,"O","62",2200,"CH","CDI","ct_9",51246,"C","tr_3","384b"
57323,"O","62",1060,"CA","CDI","ct_6",9962,"P","tr_1","554a"
57330,"O","62",1753,"HZ","CDI","ct_9",22650,"C","tr_6","451a"
57334,"O","59",266,"FZ","CDI","ct_9",8499,"C","tr_5","481b"
57336,"O","62",1374,"IZ","CDI","ct_9",10724,"P","tr_3","561d"
57337,"O","62",1871,"QA","CDI","ct_8",24655,"C","tr_5","526a"
57342,"O","85",1021,"TZ","CDI","ct_7",9939,"C","tr_0","563c"
57343,"O","62",1221,"NZ","TTP","ct_9",14975,"K","tr_1","671c"
57354,"O","62",1521,"NZ","CDI","ct_9",14356,"C","tr_6","481b"
57355,"O","62",1820,"GZ","CDI","ct_9",13772,"C","tr_1","543b"
57360,"O","59",1626,"QA","CDI","ct_3",15062,"P","tr_5","523d"
57361,"O","62",2200,"CM","CDI","ct_9",23209,"C","tr_1","674d"
57362,"O","59",2197,"IZ","CDI","ct_9",16636,"C","tr_1","488b"
57364,"O","59",404,"QA","CDI","ct_8",7675,"C","tr_6","526c"
57367,"O","59",1058,"FZ","CDI","ct_9",10575,"C","tr_3","681b"
57375,"O","62",1954,"GZ","CDI","ct_8",39639,"C","tr_0","344d"
57383,"O","62",1471,"CA","CDI","ct_9",25522,"C","tr_6","625g"
57390,"O","62",1754,"NZ","CDI","ct_9",14445,"C","tr_4","534a"
57407,"O","62",2142,"QA","CDI","ct_9",18929,"C","tr_4","526e"
57410,"O","59",1764,"DZ","CDI","ct_9",38190,"C","tr_1","388a"
57417,"O","59",1836,"SZ","CDI","ct_4",27541,"C","tr_5","461f"
57420,"O","62",972,"AZ","CDI","ct_6",8935,"P","tr_1","692a"
57429,"O","62",1777,"CA","CDI","ct_9",31214,"C","tr_6","628b"
57431,"O","62",1820,"HZ","CDI","ct_9",28830,"C","tr_4","333c"
57432,"O","62",668,"QA","CDI","ct_9",8483,"C","tr_5","431f"
57440,"O","62",736,"GZ","CDI","ct_9",6815,"P","tr_2","551a"
57441,"O","59",1825,"FZ","CDI","ct_6",23103,"C","tr_1","632j"
57448,"O","62",2039,"GZ","CDI","ct_9",21242,"C","tr_2","641a"
57450,"O","62",1694,"FZ","CDI","ct_6",25364,"C","tr_2","481a"
57458,"O","62",1784,"NZ","CDI","ct_9",31982,"C","tr_6","478a"
57474,"O","62",1820,"QB","CDI","ct_8",15098,"C","tr_3","525d"
57475,"O","62",1843,"QB","CDI","ct_8",16215,"C","tr_4","526a"
57480,"O","62",1828,"PZ","CDI","ct_8",21892,"C","tr_6","341a"
57485,"O","62",1741,"NZ","CDI","ct_9",14216,"C","tr_6","541d"
57486,"O","62",1276,"CL","CDI","ct_9",21499,"C","tr_6","624g"
57490,"O","62",186,"NZ","TTP","ct_9",1110,"C","tr_0","652a"
57495,"O","62",1647,"QB","CDI","ct_8",12798,"P","tr_4","563b"
57500,"O","59",582,"NZ","TTP","ct_9",12319,"C","tr_4","632a"
57503,"O","62",1760,"FZ","CDI","ct_9",25159,"C","tr_1","632a"
57504,"O","62",165,"CG","CDI","ct_9",2474,"P","tr_6","674a"
57509,"O","62",1644,"KZ","CDI","ct_9",18255,"P","tr_1","545b"
57511,"O","62",1820,"QB","CDI","ct_8",20053,"C","tr_3","525d"
57512,"O","59",1820,"QB","CDI","ct_3",18821,"C","tr_4","526a"
57524,"O","62",1828,"FZ","CDI","ct_9",12581,"C","tr_1","641a"
57540,"O","62",2135,"HZ","CDI","ct_9",27292,"C","tr_5","641a"
57542,"O","62",1820,"QB","CDI","ct_8",26215,"C","tr_5","421b"
57546,"X","62",1032,"QB","AUT","ct_8",6690,"P","tr_5","676a"
57553,"O","59",2051,"CL","CDI","ct_9",46042,"C","tr_6","387b"
57557,"O","92",1826,"CG","CDI","ct_9",46090,"C","tr_6","463b"
57563,"O","59",1629,"FZ","CDI","ct_9",21671,"C","tr_5","651a"
57589,"O","62",1820,"PZ","CDI","ct_8",34380,"C","tr_4","341a"
57612,"O","62",1813,"QB","CDI","ct_8",20396,"C","tr_5","434d"
57614,"O","80",1820,"GZ","CDI","ct_9",16185,"C","tr_1","462b"
57617,"O","62",1823,"HZ","CDI","ct_9",26523,"C","tr_6","451a"
57622,"O","62",1820,"FZ","CDI","ct_9",15870,"C","tr_3","671c"
57623,"O","59",1807,"LZ","CDI","ct_9",35931,"C","tr_6","388a"
57624,"O","62",1738,"FZ","CDI","ct_9",17070,"C","tr_5","621d"
57628,"O","62",1612,"NZ","CDI","ct_9",32074,"C","tr_6","461f"
57629,"O","62",1821,"EZ","CDI","ct_9",20550,"C","tr_5","625h"
57632,"O","33",457,"NZ","TTP","ct_9",5082,"P","tr_6","674c"
57633,"O","62",1768,"QB","AUT","ct_8",9403,"C","tr_6","676e"
57643,"O","62",2042,"HZ","CDI","ct_9",18502,"C","tr_3","641a"
57647,"O","59",1545,"FZ","CDI","ct_9",29331,"C","tr_5","481b"
57651,"O","59",1217,"HZ","CDI","ct_9",14920,"P","tr_3","676d"
57671,"O","62",1577,"QA","CDI","ct_3",15846,"P","tr_6","523d"
57673,"O","06",2200,"GZ","CDI","ct_9",40053,"C","tr_4","462e"
57687,"O","62",1769,"CL","CDI","ct_9",41376,"C","tr_6","385a"
57692,"O","59",1274,"HZ","CDI","ct_9",16270,"P","tr_2","451a"
57703,"O","28",1460,"HZ","CDI","ct_9",26800,"P","tr_6","333c"
57710,"O","62",1820,"QA","CDI","ct_3",17960,"C","tr_6","525d"
57711,"O","62",1857,"GZ","CDI","ct_9",16738,"C","tr_5","653a"
57719,"O","62",2721,"CB","CDI","ct_9",32073,"C","tr_1","643a"
57733,"O","59",1465,"JA","CDI","ct_9",16238,"P","tr_6","423b"
57737,"O","62",1840,"GZ","CDI","ct_9",27578,"C","tr_1","636a"
57741,"O","59",2036,"NZ","CDI","ct_9",20039,"C","tr_1","463d"
57749,"O","62",1800,"HZ","CDI","ct_9",14007,"C","tr_3","543f"
57751,"O","62",1820,"GZ","CDI","ct_9",16125,"C","tr_4","542a"
57763,"O","59",2871,"QA","CDI","ct_9",33451,"C","tr_4","431f"
57765,"O","62",1851,"CC","CDI","ct_9",32336,"C","tr_5","543b"
57774,"O","59",2146,"MA","CDI","ct_9",35405,"C","tr_3","462e"
57780,"O","62",1459,"QB","AUT","ct_2",12676,"P","tr_4","563b"
57781,"O","59",1806,"KZ","CDI","ct_9",25268,"C","tr_1","467a"
57785,"O","63",1973,"GZ","CDI","ct_9",21081,"C","tr_1","643a"
57791,"O","63",1937,"HZ","CDI","ct_9",18390,"C","tr_6","521a"
57798,"O","63",2200,"CG","CDI","ct_9",32159,"C","tr_6","534a"
57801,"O","63",1820,"KZ","CDI","ct_9",32420,"C","tr_3","467c"
57805,"O","63",2028,"GZ","CDI","ct_9",60478,"C","tr_6","344d"
57816,"O","63",1771,"QA","CDD","ct_3",16703,"C","tr_6","632k"
57818,"O","63",1928,"CH","CDI","ct_9",20951,"C","tr_4","623a"
57820,"O","63",1831,"PZ","CDI","ct_8",30491,"C","tr_3","341a"
57825,"O","63",1768,"QA","CDI","ct_9",15981,"C","tr_4","525d"
57826,"O","63",1819,"GZ","CDI","ct_9",34645,"C","tr_1","433d"
57828,"O","63",1753,"PZ","CDI","ct_8",37452,"C","tr_5","341a"
57849,"O","95",1841,"NZ","CDI","ct_9",21456,"C","tr_3","534a"
57860,"A","63",807,"FZ","APP","ct_9",6738,"C","tr_1","676e"
57861,"O","63",1839,"QB","CDI","ct_8",21429,"C","tr_3","526a"
57865,"O","63",1318,"FZ","CDI","ct_9",14498,"C","tr_0","632f"
57866,"O","63",512,"GZ","CDI","ct_9",4535,"P","tr_1","554e"
57868,"O","63",1820,"QA","CDI","ct_9",24445,"C","tr_4","433a"
57878,"O","63",3000,"QB","CDI","ct_7",15594,"D","tr_1","563a"
57879,"O","63",817,"QB","CDD","ct_8",12919,"K","tr_4","632k"
57898,"O","63",955,"SZ","CDI","ct_8",12093,"P","tr_3","543g"
57901,"O","63",2545,"QA","CDI","ct_8",63237,"C","tr_5","431a"
57902,"O","63",1542,"IZ","CDI","ct_6",13911,"P","tr_1","561c"
57903,"O","63",2126,"CC","CDI","ct_5",81733,"C","tr_6","375b"
57904,"O","63",1402,"FZ","CDI","ct_6",13505,"C","tr_1","681b"
57905,"O","63",1820,"JC","CDI","ct_9",24093,"C","tr_3","478a"
57910,"O","63",906,"QA","CDI","ct_9",18152,"P","tr_6","431c"
57914,"O","63",562,"GZ","CDD","ct_9",5589,"P","tr_3","552a"
57917,"O","63",1040,"KZ","CDI","ct_9",9297,"P","tr_2","542a"
57918,"O","63",2028,"PZ","CDI","ct_8",34823,"C","tr_3","421b"
57921,"O","63",1591,"PZ","AUT","ct_1",19511,"P","tr_6","342b"
57925,"O","63",2078,"CG","CDI","ct_9",56755,"C","tr_6","387b"
57931,"O","63",1625,"PZ","CDI","ct_6",13814,"C","tr_1","423a"
57933,"O","63",1824,"CM","AUT","ct_1",28598,"C","tr_6","483a"
57935,"O","63",2500,"CA","CDI","ct_9",29369,"C","tr_6","625f"
57940,"O","63",1743,"IZ","CDI","ct_6",17677,"C","tr_1","561c"
57942,"O","63",1302,"GZ","CDI","ct_9",11867,"P","tr_3","553c"
57950,"O","63",1820,"GZ","CDI","ct_9",33733,"C","tr_5","463e"
57952,"X","63",1352,"QB","AUT","ct_8",10339,"P","tr_3","435b"
57963,"O","63",1922,"GZ","CDI","ct_9",14314,"C","tr_1","634d"
57964,"O","63",2028,"IZ","CDI","ct_9",17763,"C","tr_3","561e"
57972,"O","63",2200,"JA","CDI","ct_9",34224,"C","tr_5","634c"
57973,"O","63",1819,"LZ","CDI","ct_5",45201,"C","tr_6","461e"
57976,"O","63",110,"TZ","CDI","ct_7",6947,"C","tr_1","563c"
57977,"O","63",1425,"PZ","CDI","ct_8",12714,"P","tr_1","543h"
57988,"O","63",1840,"CA","CDI","ct_9",24275,"C","tr_5","652a"
57990,"O","63",1452,"NZ","CDI","ct_9",13986,"P","tr_5","684a"
57996,"O","63",781,"GZ","CDI","ct_9",24245,"C","tr_3","374a"
57999,"O","63",1822,"GZ","CDI","ct_9",15914,"C","tr_3","554c"
58002,"O","63",1381,"CH","CDI","ct_9",11039,"C","tr_3","673a"
58003,"O","63",1817,"QB","CDI","ct_8",26147,"C","tr_1","434d"
58015,"O","63",1820,"GZ","CDI","ct_9",12432,"C","tr_1","543c"
58022,"O","63",1640,"FZ","CDI","ct_9",15730,"C","tr_1","632c"
58025,"O","63",1892,"KZ","CDI","ct_9",22557,"C","tr_1","542a"
58040,"O","63",1596,"QB","CDI","ct_7",3882,"D","tr_1","563a"
58045,"O","63",1248,"OZ","CDI","ct_2",15663,"P","tr_2","525a"
58046,"O","63",998,"GZ","CDD","ct_9",14186,"K","tr_5","627d"
58047,"O","63",1676,"FZ","CDI","ct_9",38340,"C","tr_4","382c"
58048,"O","78",2042,"GZ","CDI","ct_9",28009,"C","tr_5","477b"
58050,"O","63",914,"QB","CDI","ct_6",6038,"P","tr_1","431c"
58058,"O","63",1359,"QA","CDI","ct_8",47547,"P","tr_2","311c"
58067,"O","63",1569,"NZ","CDI","ct_9",12906,"P","tr_5","684a"
58073,"O","63",1909,"CA","CDI","ct_6",19061,"C","tr_1","636c"
58086,"O","63",910,"FZ","CDI","ct_9",8388,"C","tr_1","632a"
58091,"O","26",3000,"CA","CDI","ct_9",65769,"C","tr_6","463c"
58098,"O","63",1075,"OZ","AUT","ct_2",11352,"P","tr_5","621f"
58099,"O","63",1821,"GZ","CDI","ct_9",24659,"C","tr_5","462b"
58104,"O","63",1920,"IZ","CDI","ct_9",15023,"C","tr_1","561c"
58105,"O","63",1136,"CE","CDI","ct_9",26352,"P","tr_1","372c"
58106,"O","63",1670,"CH","CDI","ct_9",20992,"C","tr_6","477a"
58107,"O","63",1968,"CF","CDI","ct_9",23502,"C","tr_6","475b"
58119,"O","63",1838,"QB","CDI","ct_8",24255,"C","tr_5","434d"
58125,"O","63",1273,"OZ","AUT","ct_2",11732,"P","tr_2","525b"
58126,"O","63",2200,"GZ","CDI","ct_9",37220,"C","tr_3","463b"
58127,"O","63",1946,"HZ","CDI","ct_9",28669,"C","tr_3","466c"
58129,"O","63",1821,"RZ","CDI","ct_8",14625,"C","tr_3","543h"
58130,"O","63",1820,"NZ","CDI","ct_9",14089,"C","tr_2","676a"
58131,"O","63",1820,"MA","CDI","ct_6",16028,"C","tr_1","542a"
58137,"O","63",440,"FZ","CDI","ct_9",3219,"C","tr_1","681a"
58140,"O","63",131,"IZ","CDI","ct_9",12051,"P","tr_2","636d"
58147,"O","63",909,"QA","CDI","ct_9",13099,"P","tr_4","431f"
58156,"O","63",1707,"FZ","CDI","ct_6",14075,"C","tr_1","632f"
58161,"O","92",2200,"CF","CDI","ct_9",52856,"C","tr_6","463d"
58164,"O","63",569,"CG","CDI","ct_9",7324,"F","tr_6","625c"
58168,"O","63",1825,"QB","CDI","ct_8",14597,"C","tr_3","526a"
58170,"O","63",910,"PZ","CDI","ct_8",13597,"C","tr_4","341a"
58172,"O","63",936,"SZ","CDI","ct_8",8449,"P","tr_1","461c"
58175,"O","63",2200,"CH","CDI","ct_9",37031,"C","tr_4","623a"
58176,"O","63",1743,"FZ","CDI","ct_6",17150,"C","tr_1","632c"
58177,"O","63",1819,"QA","CDI","ct_8",20486,"C","tr_6","431f"
58183,"O","69",1562,"FZ","CDI","ct_9",25906,"C","tr_2","621d"
58187,"O","63",2088,"CG","CDI","ct_9",16023,"C","tr_4","676c"
58194,"O","63",1834,"QB","CDI","ct_8",23129,"C","tr_4","434d"
58200,"O","63",1820,"PZ","CDI","ct_8",28701,"C","tr_5","342c"
58201,"O","63",1283,"FZ","CDI","ct_9",11983,"C","tr_1","681a"
58204,"O","63",1823,"LZ","CDI","ct_9",18679,"C","tr_3","543b"
58224,"O","63",1629,"LZ","CDI","ct_9",21790,"C","tr_2","463e"
58251,"O","63",1917,"QA","CDI","ct_9",26934,"C","tr_3","526b"
58257,"O","63",1823,"QB","CDD","ct_2",23429,"C","tr_6","621f"
58258,"O","63",1707,"CM","CDI","ct_9",22489,"C","tr_6","622c"
58259,"O","63",1406,"JC","CDI","ct_9",24815,"P","tr_6","388a"
58265,"O","63",1738,"CH","CDI","ct_9",19791,"C","tr_1","673a"
58267,"O","63",1584,"GZ","CDI","ct_9",16561,"C","tr_6","534a"
58269,"O","69",1820,"GZ","CDI","ct_9",20239,"C","tr_4","478a"
58277,"O","63",1622,"HZ","CDI","ct_9",21178,"C","tr_6","521a"
58285,"O","63",1826,"CA","CDI","ct_9",37638,"C","tr_6","621d"
58288,"O","63",746,"QB","CDI","ct_7",2036,"D","tr_0","563a"
58291,"A","63",1820,"FZ","APP","ct_9",7152,"C","tr_1","631a"
58300,"O","63",2028,"QA","AUT","ct_3",25796,"C","tr_6","632k"
58306,"O","63",1260,"GZ","CDI","ct_9",22565,"P","tr_1","344d"
58319,"O","63",1832,"OZ","CDI","ct_2",54456,"C","tr_6","333f"
58327,"O","63",1568,"PZ","CDI","ct_8",19277,"C","tr_5","341a"
58361,"O","63",1820,"RZ","CDI","ct_9",22867,"C","tr_2","488a"
58362,"O","63",1820,"CG","CDI","ct_9",27773,"C","tr_2","387c"
58365,"O","63",221,"IZ","CDD","ct_9",1826,"P","tr_1","561c"
58368,"O","63",1828,"PZ","CDI","ct_8",25628,"C","tr_5","341a"
58373,"O","63",2034,"CA","CDI","ct_9",16691,"C","tr_1","554a"
58378,"O","63",829,"CG","CDI","ct_9",10746,"P","tr_3","462e"
58381,"O","63",1844,"QA","AUT","ct_3",21103,"C","tr_6","526c"
58384,"A","63",1413,"GZ","APP","ct_9",11323,"C","tr_3","551a"
58385,"X","63",1101,"GZ","AUT","ct_9",14897,"C","tr_6","551a"
58388,"O","63",1814,"QB","CDI","ct_8",21245,"C","tr_3","432d"
58393,"O","63",1558,"QB","CDI","ct_8",13810,"P","tr_4","563b"
58409,"O","63",2200,"CK","CDI","ct_9",56121,"C","tr_4","373c"
58413,"O","63",1678,"QB","CDI","ct_8",14847,"P","tr_5","563b"
58414,"O","63",2028,"FZ","CDI","ct_9",20470,"C","tr_2","463e"
58418,"O","63",1481,"GZ","CDI","ct_9",15314,"C","tr_3","653a"
58423,"O","63",1842,"QA","CDI","ct_9",14093,"C","tr_4","525d"
58426,"O","63",1931,"GZ","CDI","ct_9",19028,"C","tr_2","653a"
58430,"O","63",1015,"FZ","CDI","ct_9",11930,"C","tr_1","632a"
58431,"O","63",1819,"OZ","AUT","ct_2",16223,"C","tr_6","525b"
58433,"O","63",1738,"CG","CDI","ct_9",30509,"C","tr_6","626b"
58434,"X","63",360,"PZ","AUT","ct_8",8015,"P","tr_3","525b"
58442,"O","63",1824,"CH","CDI","ct_9",20373,"C","tr_6","623f"
58451,"O","63",1823,"QA","CDI","ct_8",20079,"C","tr_5","526a"
58453,"O","63",1310,"QA","CDI","ct_8",43133,"P","tr_5","344b"
58459,"O","03",1882,"QA","CDI","ct_9",18943,"C","tr_5","526e"
58467,"O","63",1735,"IZ","CDI","ct_8",21272,"C","tr_1","561d"
58476,"O","93",1820,"DZ","CDI","ct_9",27687,"C","tr_5","485a"
58482,"O","63",1768,"QA","CDI","ct_9",15975,"C","tr_4","525d"
58484,"O","63",1820,"PZ","CDI","ct_8",33317,"C","tr_5","341a"
58485,"O","63",2200,"CI","CDI","ct_9",32668,"C","tr_1","674d"
58490,"O","63",1820,"PZ","CDI","ct_8",22914,"C","tr_5","421b"
58500,"O","63",1331,"SZ","CDI","ct_6",10906,"P","tr_4","563b"
58508,"O","63",2028,"HZ","CDI","ct_9",15951,"C","tr_3","676c"
58515,"O","19",1804,"QA","CDI","ct_8",14681,"C","tr_6","526a"
58529,"O","63",1831,"MB","CDI","ct_9",33537,"C","tr_1","543h"
58530,"O","63",1820,"OZ","AUT","ct_2",16377,"C","tr_6","525a"
58534,"O","63",1820,"GZ","CDI","ct_9",16459,"C","tr_2","634c"
58541,"O","63",587,"QB","CDD","ct_8",6333,"C","tr_4","431f"
58547,"O","63",1820,"KZ","CDI","ct_9",30288,"C","tr_6","467a"
58553,"O","63",1820,"QA","CDI","ct_9",18675,"C","tr_4","526a"
