"UID","ACTIVITY_TYPE","AGE_2018","sex","OCCUPATION_42","Is_student","degree","household_type","Insee","target"
48559,"type1-1",35,"Male","csp_6_7",FALSE,"DIP|1|3","ft1-1","57371",38.9975
48561,"type2-1",82,"Male","csp_7_7",FALSE,"DIP|1|5","ft4-4","57372",48.1049
48563,"type1-1",36,"Male","csp_5_4",FALSE,"DIP|1|6","ft1-1","57376",41.9036
48565,"type1-1",39,"Male","csp_3_4",TRUE,"DIP|1|8","ft4-1","57384",41.0755
48566,"type2-4",67,"Female","csp_8_6",FALSE,"DIP|1","ft4-4","57385",56.6536
48569,"type1-1",59,"Male","csp_4_6",FALSE,"DIP|1|7","ft4-2","57388",41.1733
48571,"type1-1",39,"Female","csp_4_3",FALSE,"DIP|1|4","ft1-2","57392",40.1323
48572,"type1-1",24,"Female","csp_4_3",FALSE,"DIP|1|7","ft4-1","57392",45.404
48573,"type1-2",28,"Male","csp_6_8",FALSE,"DIP|3","ft4-3","57394",35.4548
48574,"type1-1",44,"Female","csp_5_5",FALSE,"DIP|1|6","ft4-1","57396",55.6811
48576,"type2-2",19,"Female","csp_8_4",TRUE,"DIP|1|2","ft3-1","57403",49.0688
48578,"type1-1",32,"Male","csp_6_7",FALSE,"DIP|1|4","ft3-1","57408",40.3888
48579,"type2-1",65,"Female","csp_7_5",FALSE,"DIP|2","ft4-4","57409",48.5184
48580,"type2-1",73,"Female","csp_7_7",FALSE,"DIP|1|3","ft1-2","57410",49.4519
48585,"type1-1",43,"Female","csp_5_2",FALSE,"DIP|1|6","ft1-2","57412",43.4534
48588,"type2-1",81,"Female","csp_7_7",FALSE,"DIP|1|1","ft1-2","57412",48.9427
48589,"type2-4",57,"Female","csp_8_5",FALSE,"DIP|1","ft4-4","57412",56.0744
48590,"type2-5",17,"Male","csp_8_5",FALSE,"DIP|1","ft3-2","57412",40.4947
48591,"type1-1",46,"Male","csp_6_7",FALSE,"DIP|1|3","ft4-2","57412",35.7235
48592,"type2-1",65,"Female","csp_7_5",FALSE,"DIP|1|1","ft1-2","57413",48.8613
48593,"type2-1",66,"Male","csp_7_8",FALSE,"DIP|2","ft4-4","57413",45.8244
48594,"type1-1",44,"Male","csp_3_4",FALSE,"DIP|1|7","ft4-1","57413",46.8685
48595,"type2-5",35,"Female","csp_8_5",FALSE,"DIP|1|3","ft4-2","57413",46.424
48597,"type2-1",80,"Female","csp_7_8",FALSE,"DIP|1|3","ft4-4","57413",50.1461
48602,"type2-4",85,"Female","csp_8_6",FALSE,"DIP|1","ft4-4","57418",56.6901
48603,"type2-2",22,"Female","csp_8_4",TRUE,"DIP|1|7","ft4-1","57419",51.2173
48605,"type1-1",46,"Male","csp_6_4",FALSE,"DIP|1|6","ft4-2","57419",38.3854
48606,"type1-1",28,"Female","csp_4_6",TRUE,"DIP|1|6","ft4-1","57422",45.8583
48608,"type1-1",35,"Female","csp_5_6",FALSE,"DIP|1|3","ft4-3","57423",41.3559
48609,"type2-1",66,"Female","csp_7_7",FALSE,"DIP|2","ft4-4","57425",48.3318
48611,"type2-5",18,"Male","csp_8_5",FALSE,"DIP|1|4","ft4-1","57428",48.576
48616,"type1-1",54,"Male","csp_3_7",FALSE,"DIP|1|5","ft3-1","57430",42.5658
48617,"type1-1",31,"Female","csp_2_2",FALSE,"DIP|1|3","ft4-1","57433",65.4757
48620,"type1-1",57,"Female","csp_5_6",FALSE,"DIP|3","ft3-2","57433",42.4542
48621,"type1-1",35,"Male","csp_4_8",FALSE,"DIP|1|6","ft3-1","57433",36.6995
48622,"type2-4",67,"Female","csp_8_6",FALSE,"DIP|1|4","ft1-2","57433",56.0735
48624,"type1-1",59,"Female","csp_5_5",FALSE,"DIP|1","ft3-2","57433",51.8072
48626,"type2-1",73,"Male","csp_7_8",FALSE,"DIP|1|3","ft4-4","57433",48.151
48627,"type2-4",65,"Female","csp_8_6",FALSE,"DIP|1|3","ft4-4","57433",57.8277
48630,"type2-1",59,"Male","csp_7_8",FALSE,"DIP|3","ft4-4","57433",48.0477
48631,"type2-1",71,"Female","csp_7_7",FALSE,"DIP|1|3","ft4-4","57433",51.2243
48633,"type2-2",17,"Male","csp_8_4",TRUE,"DIP|3","ft4-1","57433",47.4518
48634,"type1-1",46,"Male","csp_3_4",FALSE,"DIP|1|8","ft4-1","57438",44.223
48637,"type2-1",71,"Male","csp_7_2",FALSE,"DIP|1|1","ft4-3","57441",45.6693
48639,"type1-1",57,"Female","csp_5_2",FALSE,"DIP|1|2","ft3-2","57442",37.8455
48641,"type2-1",81,"Female","csp_7_7",FALSE,"DIP|1|1","ft4-4","57443",51.9895
48642,"type2-2",16,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-2","57443",45.9166
48644,"type1-1",45,"Male","csp_3_7",FALSE,"DIP|1|8","ft4-1","57443",48.9205
48645,"type2-2",19,"Male","csp_8_4",TRUE,"DIP|1|4","ft4-2","57443",42.9007
48647,"type2-1",78,"Male","csp_7_8",FALSE,"DIP|1|1","ft4-4","57443",47.3535
48648,"type1-2",46,"Female","csp_5_6",FALSE,"DIP|3","ft3-2","57443",46.0014
48653,"type2-5",56,"Female","csp_8_5",FALSE,"DIP|3","ft4-4","57445",47.4558
48654,"type1-1",34,"Female","csp_4_3",FALSE,"DIP|1|6","ft4-1","57447",42.0273
48656,"type1-1",58,"Male","csp_3_1",FALSE,"DIP|1|7","ft4-1","57447",58.5811
48657,"type1-1",48,"Female","csp_4_2",FALSE,"DIP|1|7","ft4-1","57447",49.6083
48659,"type2-2",15,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","57447",47.3978
48661,"type2-1",85,"Female","csp_7_8",FALSE,"DIP|1|3","ft1-2","57447",49.2991
48663,"type2-2",16,"Male","csp_8_4",TRUE,"DIP|3","ft4-1","57447",46.7273
48664,"type1-1",32,"Male","csp_4_6",FALSE,"DIP|1|2","ft4-1","57447",33.2682
48668,"type2-1",68,"Female","csp_7_7",FALSE,"DIP|1|3","ft1-2","57447",49.9634
48669,"type2-5",27,"Female","csp_8_5",FALSE,"DIP|2","ft3-2","57447",47.5576
48671,"type1-1",59,"Male","csp_1_3",FALSE,"DIP|1|6","ft1-1","57447",36.2298
48674,"type1-1",42,"Female","csp_4_6",FALSE,"DIP|1|6","ft4-1","57454",41.5216
48675,"type2-5",25,"Female","csp_8_5",FALSE,"DIP|1|7","ft4-4","57454",50.0751
48676,"type1-1",34,"Male","csp_6_7",FALSE,"DIP|1|3","ft4-1","57455",26.5838
48681,"type2-2",17,"Male","csp_8_4",TRUE,"DIP|1|2","ft4-1","57463",38.176
48682,"type1-1",34,"Male","csp_3_8",FALSE,"DIP|1|8","ft4-1","57463",31.3136
48683,"type2-4",61,"Female","csp_8_5",FALSE,"DIP|1|3","ft4-4","57463",51.238
48684,"type2-4",52,"Female","csp_8_5",FALSE,"DIP|1|3","ft4-2","57463",48.5692
48685,"type2-4",54,"Female","csp_8_5",FALSE,"DIP|3","ft4-4","57463",49.8578
48687,"type1-1",51,"Female","csp_6_2",FALSE,"DIP|1|3","ft4-1","57463",38.333
48689,"type1-1",35,"Female","csp_3_3",FALSE,"DIP|1|8","ft4-1","57463",38.8599
48692,"type1-1",29,"Male","csp_6_2",FALSE,"DIP|1|7","ft4-1","57463",38.3809
48693,"type2-2",18,"Female","csp_8_4",TRUE,"DIP|3","ft4-4","57463",44.1094
48698,"type2-5",40,"Male","csp_8_5",FALSE,"DIP|1|3","ft4-1","57463",44.2168
48702,"type1-1",58,"Male","csp_4_8",FALSE,"DIP|1|3","ft4-2","57463",28.9643
48704,"type2-1",68,"Male","csp_7_5",FALSE,"DIP|1|5","ft4-3","57463",42.386
48705,"type2-5",54,"Female","csp_8_5",FALSE,"DIP|1|3","ft1-2","57463",43.7735
48707,"type2-2",15,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","57463",42.2519
48709,"type1-1",33,"Female","csp_5_2",FALSE,"DIP|1|4","ft4-1","57463",44.0085
48711,"type1-1",22,"Female","csp_5_2",TRUE,"DIP|1|7","ft4-1","57463",40.1607
48713,"type1-1",29,"Female","csp_5_3",FALSE,"DIP|1|4","ft3-2","57463",35.5035
48715,"type2-2",17,"Female","csp_8_4",TRUE,"DIP|3","ft4-1","57463",45.7339
48717,"type2-1",89,"Female","csp_7_2",FALSE,"DIP|3","ft1-2","57463",46.938
48719,"type2-2",19,"Male","csp_8_4",TRUE,"DIP|1|2","ft4-1","57463",38.0248
48720,"type2-1",62,"Male","csp_7_8",FALSE,"DIP|1|3","ft2-0","57463",43.0261
48721,"type1-2",31,"Female","csp_4_6",FALSE,"DIP|1|5","ft1-2","57463",36.6432
48723,"type1-1",65,"Female","csp_5_2",FALSE,"DIP|1|3","ft1-2","57463",44.5335
48724,"type2-1",68,"Female","csp_7_7",FALSE,"DIP|2","ft4-4","57463",44.2104
48725,"type2-2",18,"Male","csp_8_4",TRUE,"DIP|1|2","ft3-1","57463",38.3563
48726,"type1-1",64,"Male","csp_4_5",FALSE,"DIP|1|4","ft4-1","57463",40.8832
48727,"type1-1",55,"Male","csp_6_7",FALSE,"DIP|1|2","ft4-1","57463",32.1197
48730,"type2-1",86,"Female","csp_7_7",FALSE,"DIP|2","ft1-2","57463",43.83
48735,"type1-1",35,"Male","csp_5_3",FALSE,"DIP|1|3","ft4-1","57463",34.1536
48737,"type1-1",27,"Female","csp_4_3",FALSE,"DIP|1|7","ft4-1","57463",43.8255
48739,"type2-4",58,"Female","csp_8_5",FALSE,"DIP|1|2","ft4-4","57463",48.8459
48742,"type1-1",50,"Male","csp_6_7",FALSE,"DIP|1|3","ft4-1","57463",29.9734
48743,"type2-5",24,"Male","csp_8_5",TRUE,"DIP|3","ft4-1","57463",41.2901
48744,"type2-2",23,"Female","csp_8_4",TRUE,"DIP|1|5","ft2-0","57463",43.3678
48745,"type2-1",68,"Female","csp_7_5",FALSE,"DIP|1|7","ft4-4","57463",47.8295
48746,"type1-1",19,"Male","csp_5_2",FALSE,"DIP|1|7","ft4-1","57463",47.4473
48750,"type2-5",58,"Male","csp_8_5",FALSE,"DIP|2","ft4-3","57463",36.0729
48751,"type1-1",59,"Male","csp_4_7",FALSE,"DIP|1|8","ft4-1","57463",44.8489
48754,"type2-1",67,"Female","csp_7_5",FALSE,"DIP|1|4","ft4-4","57463",44.8751
48755,"type1-1",41,"Female","csp_5_4",FALSE,"DIP|1|4","ft4-1","57463",49.575
48757,"type2-1",77,"Female","csp_7_2",FALSE,"DIP|1|3","ft4-4","57463",45.6608
48758,"type1-2",44,"Male","csp_2_2",FALSE,"DIP|1|3","ft4-3","57463",33.7525
48761,"type2-1",66,"Female","csp_7_8",FALSE,"DIP|1|3","ft1-2","57463",44.1351
48763,"type2-1",69,"Male","csp_7_8",FALSE,"DIP|1|3","ft4-4","57463",42.8861
48767,"type1-1",47,"Female","csp_5_5",FALSE,"DIP|1|3","ft1-2","57463",39.14
48768,"type1-1",36,"Male","csp_6_2",FALSE,"DIP|1|5","ft4-2","57463",35.6345
48769,"type2-1",68,"Female","csp_7_7",FALSE,"DIP|1|6","ft2-0","57463",45.442
48770,"type2-1",64,"Female","csp_7_7",FALSE,"DIP|1|3","ft4-4","57463",43.5252
48771,"type1-1",26,"Female","csp_4_3",FALSE,"DIP|1|6","ft4-1","57463",37.8562
48772,"type1-1",42,"Female","csp_4_3",FALSE,"DIP|1|7","ft4-1","57463",45.4167
48773,"type2-1",63,"Female","csp_7_7",FALSE,"DIP|1|4","ft1-2","57463",44.5399
48775,"type2-1",74,"Female","csp_7_7",FALSE,"DIP|2","ft4-4","57463",44.8606
48776,"type2-2",20,"Female","csp_8_4",TRUE,"DIP|1|5","ft3-2","57463",41.4617
48777,"type1-1",37,"Male","csp_3_8",FALSE,"DIP|1|8","ft4-1","57463",35.2893
48778,"type1-1",34,"Male","csp_4_6",FALSE,"DIP|1|7","ft4-2","57463",32.0423
48779,"type1-1",37,"Female","csp_4_6",FALSE,"DIP|1|6","ft4-1","57463",49.7628
48780,"type2-5",48,"Female","csp_8_5",FALSE,"DIP|3","ft3-2","57463",44.7048
48781,"type2-1",62,"Female","csp_7_2",FALSE,"DIP|1|3","ft1-2","57463",45.1157
48783,"type1-1",22,"Male","csp_3_7",FALSE,"DIP|1|8","ft4-4","57463",29.773
48788,"type2-2",17,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","57463",42.4539
48789,"type1-1",38,"Female","csp_4_6",FALSE,"DIP|1|6","ft4-1","57463",40.1499
48791,"type2-5",80,"Female","csp_8_6",FALSE,"DIP|3","ft4-1","57463",49.2848
48793,"type2-1",77,"Male","csp_7_2",FALSE,"DIP|1|3","ft4-3","57463",40.6284
48795,"type1-1",67,"Female","csp_5_6",FALSE,"DIP|1|1","ft4-1","57463",38.0287
48796,"type2-1",82,"Male","csp_7_8",FALSE,"DIP|1|3","ft4-4","57463",43.3915
48798,"type2-1",74,"Female","csp_7_7",FALSE,"DIP|1|1","ft1-2","57463",44.5481
48799,"type1-1",54,"Male","csp_6_4",FALSE,"DIP|2","ft4-2","57463",31.8401
48803,"type1-1",48,"Male","csp_3_8",FALSE,"DIP|1|8","ft4-1","57463",41.0444
48806,"type1-2",65,"Female","csp_6_7",FALSE,"DIP|1|1","ft1-2","57463",35.9761
48808,"type2-2",22,"Male","csp_8_4",TRUE,"DIP|1|4","ft3-2","57463",36.8041
48811,"type2-1",67,"Female","csp_7_5",FALSE,"DIP|1","ft1-2","57463",43.0519
48812,"type1-1",66,"Female","csp_5_4",FALSE,"DIP|1|3","ft1-2","57463",45.3121
48813,"type2-4",38,"Female","csp_8_5",FALSE,"DIP|1|6","ft4-4","57463",50.1883
48815,"type2-2",18,"Male","csp_8_4",TRUE,"DIP|2","ft4-2","57463",37.4682
48817,"type2-1",64,"Male","csp_7_5",FALSE,"DIP|1|5","ft4-4","57463",43.0858
48818,"type1-1",60,"Male","csp_3_1",FALSE,"DIP|1|8","ft4-2","57463",37.5882
48819,"type1-1",46,"Male","csp_3_3",FALSE,"DIP|1|7","ft4-1","57463",48.256
48821,"type2-1",79,"Male","csp_7_8",FALSE,"DIP|2","ft1-1","57463",45.2186
48822,"type1-2",24,"Male","csp_6_7",FALSE,"DIP|3","ft3-1","57463",35.1484
48824,"type1-1",41,"Male","csp_6_4",FALSE,"DIP|1|2","ft4-1","57463",33.8307
48825,"type2-4",65,"Female","csp_8_6",FALSE,"DIP|1|1","ft4-4","57463",48.8502
48827,"type1-1",38,"Female","csp_6_4",FALSE,"DIP|1|3","ft4-1","57463",39.1079
48830,"type2-1",70,"Female","csp_7_7",FALSE,"DIP|1|1","ft4-4","57463",45.3931
48831,"type1-1",45,"Female","csp_4_6",FALSE,"DIP|1|7","ft3-2","57463",37.3833
48832,"type1-1",46,"Female","csp_5_2",FALSE,"DIP|1|6","ft3-2","57463",40.6274
48834,"type2-1",66,"Male","csp_7_7",FALSE,"DIP|1|3","ft4-3","57463",40.0035
48835,"type2-2",15,"Female","csp_8_4",TRUE,"DIP|1|2","ft3-2","57463",37.9742
48838,"type2-4",69,"Female","csp_8_6",FALSE,"DIP|1|3","ft4-4","57463",51.9189
48839,"type1-1",49,"Male","csp_4_7",FALSE,"DIP|3","ft4-1","57463",33.7738
48841,"type2-1",74,"Female","csp_7_7",FALSE,"DIP|3","ft3-2","57463",45.9769
48843,"type2-1",65,"Male","csp_7_2",FALSE,"DIP|1|2","ft4-4","57463",36.8239
48847,"type1-1",48,"Male","csp_6_2",FALSE,"DIP|1|3","ft4-1","57463",36.6919
48848,"type2-5",54,"Male","csp_8_5",FALSE,"DIP|2","ft4-4","57463",36.9233
48851,"type2-4",53,"Female","csp_8_5",FALSE,"DIP|1|3","ft4-4","57463",51.4289
48852,"type1-1",51,"Male","csp_3_1",FALSE,"DIP|1|8","ft4-1","57463",41.0632
48853,"type2-5",69,"Female","csp_8_6",FALSE,"DIP|3","ft4-1","57463",49.0626
48854,"type2-1",78,"Female","csp_8_6",FALSE,"DIP|3","ft4-4","57463",47.4267
48855,"type2-5",52,"Male","csp_8_5",FALSE,"DIP|1|8","ft1-1","57463",39.2128
48857,"type2-2",26,"Female","csp_8_4",TRUE,"DIP|1|7","ft4-4","57463",44.0566
48858,"type2-1",67,"Male","csp_7_5",FALSE,"DIP|1|8","ft1-1","57463",43.1693
48861,"type1-1",20,"Male","csp_6_7",TRUE,"DIP|1|6","ft4-2","57463",21.3163
48862,"type1-1",32,"Male","csp_6_7",FALSE,"DIP|1|3","ft3-2","57463",25.2505
48865,"type2-1",68,"Male","csp_7_4",FALSE,"DIP|1|3","ft4-4","57463",41.9556
48866,"type2-1",75,"Female","csp_7_7",FALSE,"DIP|1|3","ft1-2","57463",45.377
48867,"type2-1",64,"Male","csp_7_8",FALSE,"DIP|1|1","ft4-4","57463",40.876
48868,"type2-1",76,"Female","csp_7_7",FALSE,"DIP|1|1","ft4-1","57463",49.4156
48869,"type2-1",76,"Female","csp_7_7",FALSE,"DIP|1|1","ft1-2","57463",44.4375
48870,"type2-1",74,"Male","csp_7_8",FALSE,"DIP|3","ft4-1","57465",50.8137
48872,"type2-1",75,"Female","csp_7_7",FALSE,"DIP|2","ft4-4","57465",50.4697
48873,"type2-2",27,"Male","csp_8_4",TRUE,"DIP|1|7","ft1-1","57465",45.7889
48874,"type1-1",39,"Female","csp_5_2",FALSE,"DIP|1|6","ft4-1","57465",49.7273
48875,"type1-1",51,"Male","csp_5_6",FALSE,"DIP|1|2","ft4-1","57467",37.9596
48877,"type1-1",40,"Female","csp_4_3",FALSE,"DIP|1|5","ft4-4","57474",45.8764
48879,"type1-1",59,"Female","csp_6_8",FALSE,"DIP|1|2","ft4-3","57474",42.0133
48880,"type1-1",40,"Male","csp_6_5",FALSE,"DIP|1|3","ft4-2","57474",41.8096
48884,"type2-1",65,"Male","csp_7_5",FALSE,"DIP|3","ft4-3","57474",44.2701
48890,"type2-1",68,"Male","csp_7_8",FALSE,"DIP|1|1","ft2-0","57477",46.3286
48891,"type1-1",35,"Male","csp_4_3",FALSE,"DIP|1|8","ft4-1","57477",36.0384
48892,"type1-1",62,"Male","csp_4_7",FALSE,"DIP|1|4","ft1-1","57477",43.6347
48897,"type2-2",16,"Female","csp_8_4",TRUE,"DIP|1|4","ft3-1","57480",52.6463
48905,"type2-2",25,"Female","csp_8_4",TRUE,"DIP|1|4","ft4-2","57480",51.0617
48906,"type1-1",33,"Female","csp_4_3",FALSE,"DIP|1|6","ft4-1","57480",46.2207
48907,"type1-1",38,"Female","csp_4_3",FALSE,"DIP|1|5","ft1-2","57480",38.4024
48908,"type1-2",23,"Female","csp_5_5",FALSE,"DIP|1|5","ft3-1","57480",51.0099
48912,"type2-2",15,"Female","csp_8_4",TRUE,"DIP|1|1","ft4-1","57480",46.9752
48917,"type2-4",84,"Female","csp_8_6",FALSE,"DIP|1|1","ft4-4","57480",55.1144
48922,"type1-1",56,"Female","csp_5_6",FALSE,"DIP|1|3","ft1-2","57480",45.6587
48923,"type1-1",54,"Female","csp_6_7",FALSE,"DIP|1|3","ft4-1","57480",42.1222
48924,"type1-1",21,"Female","csp_4_6",FALSE,"DIP|1|6","ft4-2","57480",31.9084
48925,"type1-1",33,"Male","csp_3_7",FALSE,"DIP|1|7","ft4-1","57481",45.87
48926,"type2-5",64,"Male","csp_8_6",FALSE,"DIP|1|3","ft1-1","57481",45.3636
48929,"type1-1",32,"Female","csp_4_3",FALSE,"DIP|1|7","ft4-1","57481",44.2297
48930,"type1-1",53,"Male","csp_6_5",FALSE,"DIP|1|3","ft3-2","57481",35.3401
48935,"type2-1",59,"Female","csp_7_5",FALSE,"DIP|1|7","ft1-2","57484",51.8523
48936,"type2-5",72,"Male","csp_8_6",FALSE,"DIP|1|3","ft1-1","57484",45.8069
48939,"type1-1",31,"Female","csp_3_8",FALSE,"DIP|1|8","ft1-2","57487",39.0427
48942,"type2-2",18,"Male","csp_8_4",TRUE,"DIP|1|2","ft4-2","57487",38.3028
48943,"type1-1",26,"Male","csp_6_3",FALSE,"DIP|1|3","ft1-1","57487",39.0344
48944,"type2-4",66,"Female","csp_8_6",FALSE,"DIP|1|4","ft4-4","57489",57.9877
48945,"type2-5",50,"Female","csp_8_5",FALSE,"DIP|1|3","ft4-4","57489",48.7897
48946,"type1-1",48,"Female","csp_5_2",FALSE,"DIP|1|3","ft4-1","57491",44.0827
48948,"type2-1",84,"Male","csp_7_8",FALSE,"DIP|1|2","ft4-1","57491",46.4823
48949,"type1-1",37,"Female","csp_5_6",FALSE,"DIP|1|5","ft4-3","57491",41.3546
48950,"type1-1",23,"Male","csp_4_6",FALSE,"DIP|1|7","ft4-1","57491",42.3501
48951,"type2-4",53,"Female","csp_8_5",FALSE,"DIP|1|2","ft4-2","57491",53.3446
48954,"type1-2",47,"Male","csp_6_2",FALSE,"DIP|1|5","ft1-1","57491",43.9924
48956,"type1-1",41,"Female","csp_5_2",FALSE,"DIP|1|6","ft4-1","57491",50.5039
48958,"type2-2",18,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-1","57498",47.3601
48961,"type2-1",90,"Male","csp_7_8",FALSE,"DIP|1","ft4-4","57498",46.4208
48964,"type2-5",36,"Male","csp_8_5",FALSE,"DIP|1|3","ft4-4","57505",43.8296
48965,"type1-1",54,"Male","csp_5_2",FALSE,"DIP|3","ft1-1","57505",46.8362
48966,"type1-1",42,"Female","csp_3_3",FALSE,"DIP|1|4","ft4-1","57506",57.0999
48967,"type1-1",19,"Male","csp_6_3",TRUE,"DIP|1|2","ft4-1","57506",30.8919
48968,"type1-1",39,"Male","csp_6_7",FALSE,"DIP|1|3","ft4-1","57508",39.5544
48972,"type1-1",33,"Male","csp_4_8",FALSE,"DIP|1|4","ft3-1","57508",38.5542
48975,"type2-1",71,"Male","csp_7_4",FALSE,"DIP|1|8","ft4-4","57508",44.9056
48976,"type2-1",65,"Female","csp_7_5",FALSE,"DIP|1|3","ft4-4","57508",48.6955
48978,"type2-1",84,"Female","csp_7_7",FALSE,"DIP|1","ft1-2","57508",47.8124
48981,"type1-1",35,"Male","csp_4_7",FALSE,"DIP|1|7","ft4-2","57508",35.3377
48984,"type2-1",71,"Female","csp_7_7",FALSE,"DIP|2","ft1-2","57512",49.0554
48986,"type1-1",31,"Female","csp_6_3",FALSE,"DIP|1|3","ft3-2","57513",36.7595
48987,"type2-1",70,"Male","csp_7_8",FALSE,"DIP|1|3","ft4-4","57514",46.7178
48991,"type1-1",37,"Male","csp_6_2",FALSE,"DIP|1|5","ft4-1","57518",40.2108
48993,"type2-1",69,"Male","csp_7_4",FALSE,"DIP|1|8","ft4-4","57521",44.4691
48994,"type1-1",60,"Female","csp_4_3",FALSE,"DIP|1|6","ft1-2","57523",35.7496
48995,"type2-2",18,"Female","csp_8_4",TRUE,"DIP|1|2","ft4-2","57529",44.5668
48996,"type1-1",25,"Male","csp_6_5",FALSE,"DIP|1|5","ft4-1","57529",35.3102
48998,"type2-4",33,"Female","csp_8_5",FALSE,"DIP|1|3","ft4-2","57530",53.1875
48999,"type1-1",33,"Male","csp_2_1",FALSE,"DIP|1|3","ft4-2","57530",57.251
49002,"type1-2",63,"Male","csp_6_2",FALSE,"DIP|3","ft4-4","57533",39.7634
49004,"type2-1",67,"Female","csp_7_5",FALSE,"DIP|1|7","ft4-2","57535",53.5546
49009,"type2-1",79,"Female","csp_7_8",FALSE,"DIP|3","ft1-2","57537",49.7802
49010,"type2-1",60,"Female","csp_7_7",FALSE,"DIP|1|5","ft4-4","57537",51.9171
49013,"type2-1",73,"Female","csp_7_7",FALSE,"DIP|1|3","ft1-2","57537",49.4968
49014,"type2-1",64,"Male","csp_7_7",FALSE,"DIP|1|3","ft4-4","57537",45.414
49015,"type2-2",19,"Male","csp_8_4",TRUE,"DIP|1|4","ft4-1","57537",46.6188
49017,"type2-4",49,"Female","csp_8_5",FALSE,"DIP|2","ft4-4","57538",55.3868
49020,"type1-1",34,"Male","csp_6_2",FALSE,"DIP|1|5","ft4-2","57540",36.4751
49023,"type1-1",51,"Male","csp_6_5",FALSE,"DIP|1|3","ft4-1","57541",42.5126
49025,"type2-1",80,"Female","csp_7_8",FALSE,"DIP|1|1","ft4-4","57543",50.8222
49026,"type2-1",83,"Male","csp_7_5",FALSE,"DIP|1|4","ft4-4","57543",47.8999
49030,"type2-1",77,"Female","csp_7_7",FALSE,"DIP|1|1","ft1-2","57545",48.161
49033,"type2-1",88,"Male","csp_7_4",FALSE,"DIP|1|8","ft4-4","57546",45.682
49034,"type1-1",38,"Female","csp_3_1",FALSE,"DIP|1|7","ft4-1","57546",52.137
49038,"type2-1",84,"Female","csp_7_5",FALSE,"DIP|1|4","ft4-4","57547",49.6737
49039,"type2-1",62,"Female","csp_7_8",FALSE,"DIP|1|1","ft4-4","57547",50.5143
49040,"type1-1",46,"Male","csp_6_8",FALSE,"DIP|1|2","ft4-1","57550",43.4038
49041,"type1-1",54,"Female","csp_4_2",FALSE,"DIP|1|8","ft1-2","57550",42.653
49042,"type1-2",49,"Female","csp_2_2",FALSE,"DIP|1|3","ft3-2","57550",42.1704
49043,"type2-1",72,"Male","csp_7_8",FALSE,"DIP|2","ft1-1","57552",48.74
49045,"type2-1",70,"Male","csp_7_8",FALSE,"DIP|1|6","ft1-1","57554",47.2937
49046,"type2-2",18,"Male","csp_8_4",TRUE,"DIP|1|2","ft3-2","57556",40.0356
49047,"type1-1",25,"Male","csp_6_7",FALSE,"DIP|1|2","ft3-1","57556",32.3502
49049,"type1-1",55,"Male","csp_6_7",FALSE,"DIP|1|3","ft1-1","57557",35.0303
49052,"type1-1",47,"Male","csp_4_7",FALSE,"DIP|1|8","ft3-2","57563",33.2885
49053,"type1-1",30,"Male","csp_5_2",FALSE,"DIP|1|2","ft1-1","57564",41.3296
49054,"type2-1",70,"Female","csp_7_7",FALSE,"DIP|1|3","ft1-2","57564",49.6341
49055,"type1-2",21,"Male","csp_6_2",FALSE,"DIP|1|5","ft4-1","57565",44.6
49056,"type2-1",95,"Female","csp_7_2",FALSE,"DIP|2","ft1-2","57566",48.9598
49059,"type2-4",28,"Female","csp_8_5",FALSE,"DIP|2","ft4-4","57566",54.7401
49060,"type2-1",87,"Male","csp_7_8",FALSE,"DIP|2","ft4-4","57566",47.4009
49061,"type2-1",75,"Male","csp_7_8",FALSE,"DIP|1|1","ft4-4","57566",45.3354
49064,"type1-1",42,"Female","csp_4_2",FALSE,"DIP|1|8","ft4-1","57568",42.3893
49067,"type2-1",78,"Female","csp_7_7",FALSE,"DIP|3","ft4-4","57574",50.4344
49068,"type1-1",37,"Male","csp_3_8",FALSE,"DIP|1|8","ft1-1","57574",43.3855
49070,"type2-1",87,"Female","csp_7_8",FALSE,"DIP|2","ft4-4","57577",49.0889
49072,"type2-1",79,"Female","csp_7_7",FALSE,"DIP|1|3","ft1-2","57582",48.9149
49074,"type1-2",47,"Male","csp_5_5",FALSE,"DIP|1|5","ft3-2","57582",38.7513
49079,"type2-4",58,"Female","csp_8_5",FALSE,"DIP|1|3","ft4-2","57588",53.6799
49081,"type2-1",64,"Female","csp_7_5",FALSE,"DIP|1|4","ft4-4","57589",50.7034
49086,"type2-4",58,"Female","csp_8_5",FALSE,"DIP|1|3","ft4-2","57589",55.0192
49092,"type1-1",48,"Female","csp_5_5",FALSE,"DIP|1|3","ft4-1","57591",51.9089
49093,"type2-1",82,"Male","csp_7_7",FALSE,"DIP|2","ft4-4","57591",48.6873
49094,"type2-5",30,"Male","csp_8_5",FALSE,"DIP|3","ft2-0","57591",44.3146
49097,"type1-1",55,"Female","csp_5_4",FALSE,"DIP|1|3","ft1-2","57591",47.6499
49098,"type1-1",27,"Male","csp_4_7",FALSE,"DIP|1|6","ft3-2","57591",31.6309
